rawEeg
-1410
-1451
-1386
-1953
-2014
-1924
-1844
-1770
-1704
-1638
-1565
-1522
-1466
-1411
-1354
-1276
-1225
-1181
-1030
-727
-241
293
-241
-327
3
-13
-533
-982
-1049
-995
-948
-907
-872
-838
-806
-774
-604
1561
2047
2047
1989
2047
2047
2047
2047
1494
-538
-817
677
1657
1008
949
2047
2047
2047
2047
2047
2047
2047
2047
2047
2047
2047
2047
1757
1508
636
-187
533
931
-353
-691
404
1568
1927
1988
1908
1868
1866
1797
1625
1300
864
10
-1064
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2022
-1948
-1878
-1809
-1741
-1677
-1614
-1557
-1498
-1445
-1389
-1336
-1287
-1239
-1192
-1146
-1096
-1046
-1022
-986
-947
-907
-876
-845
-813
-781
-753
-722
-643
-662
-649
-622
-597
-570
-549
-531
-509
-490
-470
-452
-435
-418
-401
-386
-369
-354
-340
-327
-313
-298
-199
-145
-269
-269
-257
-244
-232
-220
-211
-195
-91
-53
-81
-71
-124
-126
-70
-72
105
802
1282
1083
705
284
-248
-325
-274
-26
4
-196
-215
-85
297
869
1428
1959
1860
1152
1328
2047
2047
683
-179
65
982
1884
2047
2047
1385
553
153
4
73
745
1702
1989
1704
1333
1099
962
292
-718
-789
765
1817
1109
-428
-1132
-774
595
1073
787
881
1024
628
130
-404
-1156
-1394
-1484
-1411
-1206
-1098
-1282
-1278
-1223
-1177
-1124
-1064
-925
-582
-246
-408
-727
-851
-883
-834
-538
-50
546
1001
344
-98
99
507
787
1188
1682
1537
571
-561
-620
585
2047
2047
1242
-219
-361
1413
2047
699
-933
-1226
-1015
-265
345
-146
-761
-179
1037
1714
1867
1445
248
-772
-914
-804
-856
-1053
-1090
-454
2047
2047
2047
2047
2047
2047
2047
2047
2047
2047
2047
2047
2047
2047
2047
2047
2047
2047
2032
1960
1890
1824
1756
1697
1638
1579
1522
1466
1413
1364
1317
1271
1225
1181
1138
1095
1057
1018
984
950
917
885
852
820
791
764
741
694
656
649
643
620
599
580
560
538
520
503
485
468
452
413
265
-789
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-1433
-1174
-1725
-2048
-2048
-1270
-1000
-1589
-1943
-1659
-988
-1131
-2048
-2048
-2033
-1512
-1316
-1015
539
2047
2047
2047
2047
2047
2047
2047
2047
2047
2047
2047
2047
2047
2047
1926
1875
1896
1828
1717
1579
1638
1592
1533
1477
1373
1257
1154
914
464
-349
-1195
-1290
-409
694
777
-124
-638
-233
323
609
742
391
-1300
-2048
-2048
-1724
-2048
-2048
-2048
-2048
-2048
-2048
-1862
-632
-125
-482
-914
-1015
-587
220
808
555
-452
-1099
-1146
-1283
-1546
-1361
-629
65
-232
-1015
-1098
265
1968
2047
1690
983
804
1098
1009
1033
1850
2047
2047
1778
-264
-1354
-1107
-731
-647
-499
67
722
1991
2047
1932
1321
310
-172
-376
-807
-1526
-2048
-2048
-2048
-2048
-2048
-2048
-1101
344
1235
2047
2047
2047
2047
2047
2047
2047
2047
2026
1956
1884
1817
1754
1696
1634
1576
1520
1463
1411
1362
1314
1267
1220
1177
1137
1095
1057
1016
979
945
913
882
851
821
791
763
737
710
683
661
640
617
594
570
550
532
515
496
476
460
444
432
418
405
392
378
359
324
316
327
322
309
296
288
278
268
261
252
246
237
230
224
217
212
204
197
189
184
180
176
169
162
157
140
-92
-908
-2044
-2048
-2048
-2048
-2048
-2048
-2048
-1656
604
967
866
278
-412
-492
-277
-132
-524
-1258
-925
134
280
-568
-971
-1121
-1763
-2017
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-1988
-1908
-1821
-1745
-1530
-762
121
-130
-563
-254
-387
-1258
-1415
-1294
-941
-600
-889
-1063
-454
8
-818
-1069
-1085
-1044
-1076
-1106
-1059
-1013
-972
-936
-901
-866
-833
-801
-771
-741
-711
-682
-659
-633
-609
-584
-563
-539
-520
-501
-482
-461
-443
-426
-409
-392
-375
-360
-346
-333
-322
-308
-295
-282
-273
-261
-249
-241
-231
-220
-211
-201
-193
-184
-177
-168
-162
-154
-148
-140
-134
-129
-122
-118
-113
-105
-101
-97
-91
-87
-82
-71
-75
-73
-69
-65
-59
-54
-55
-52
-50
-44
-40
-29
83
165
4
0
567
1837
1417
-103
-205
-151
521
1365
1032
474
609
1410
2047
2047
2047
2047
2047
1794
1595
2047
2047
2047
2047
1700
1204
1250
2047
2047
2047
1201
-378
-1268
-1225
-1469
-2048
-2048
-2048
-2048
-2046
-1980
-1909
-1836
-1769
-1704
-1641
-1580
-1523
-1464
-1410
-1355
-1306
-1256
-1209
-1156
-1108
-1038
-936
-852
-773
-772
-777
-732
-662
-613
-571
-584
-658
-723
-716
-685
-658
-631
-605
-583
-561
-537
-516
-493
-470
-443
-434
-423
-408
-392
-376
-360
-345
-332
-317
-307
-294
-280
-187
104
323
97
-187
-167
-150
-246
-252
-237
-226
-217
-209
-199
-193
-182
-172
-165
-157
-151
-146
-137
-109
87
393
602
778
1075
1186
645
123
-44
-193
-292
-281
-260
-253
-242
-182
83
280
168
35
297
1179
1744
1404
677
480
669
491
-167
-517
-481
-451
-425
-406
-389
-373
-357
-341
-322
-300
-247
-87
105
26
-76
-54
-6
-51
-221
-230
-237
-260
-245
-233
-220
-201
-153
-171
-184
-182
-164
117
262
-83
-169
-161
-136
-93
-129
-147
-138
-131
-122
-116
-110
-106
-100
-94
-89
-71
-50
-82
-78
-73
-69
-65
-60
-56
-54
-51
-49
-44
-42
-40
-37
-34
-33
-29
-26
-24
-22
-20
-19
-17
-12
-12
-11
-9
-7
-7
-7
-5
-4
-2
0
0
1
2
4
4
5
5
6
13
33
8
6
9
42
196
64
-6
-2
1
3
6
8
9
9
10
10
12
12
13
16
24
38
19
16
35
133
97
6
5
8
16
107
425
769
1392
2047
2047
2047
2047
2047
2047
2047
2047
2047
2047
2047
2047
2047
2047
1925
1495
2047
2047
836
-1923
-2048
-2048
-1012
-1756
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2023
-1950
-1880
-1811
-1742
-1677
-1614
-1557
-1498
-1444
-1388
-1336
-1287
-1238
-1177
-1046
-1019
-946
-657
26
1286
2047
2047
2047
1192
-314
-321
802
1847
1988
980
-265
-919
-522
345
1670
2047
2047
2047
1521
851
807
1792
2047
2047
1830
2047
2047
2047
1961
1845
1665
1319
1035
786
-136
-1549
-2048
-1788
-1366
1882
2047
2047
2047
1944
299
-1325
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-1975
-1786
-1147
-1628
-1394
2047
2047
2047
2047
2047
2047
2047
2047
2047
2047
2047
2047
2047
2047
2047
2047
2033
1959
1892
1826
1761
1699
1641
1383
961
1523
1450
1394
1344
1298
1250
1203
1157
1115
1078
1043
1005
962
694
699
902
856
821
790
761
736
709
683
660
635
614
594
572
552
534
516
501
486
469
452
417
163
-860
-1752
-1490
-695
168
635
587
560
534
290
-1313
-2048
-2048
-2048
-2048
-2048
-2048
-1922
1700
1921
1835
1763
1697
1590
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2045
-1972
-1900
-1831
-1764
-1699
-1636
-1575
-1516
-1461
-1405
-1354
-1303
-1255
-1207
-1162
-1117
-1077
-1034
-997
-958
-922
-887
-853
-821
-790
-760
-729
-659
-620
-661
-634
-609
-581
-553
-494
-515
-501
-481
-459
-439
-417
-377
-265
-250
-379
-363
-347
-331
-315
-300
-289
-277
-266
-257
-246
-235
-227
-217
-209
-198
-188
-181
-172
-165
-156
-150
-141
-135
-129
-109
-75
-117
-117
-109
-103
-97
-83
5
-3
-55
-71
-69
-37
-20
-72
-70
-65
-58
-56
-42
443
1171
300
117
898
1819
1012
-185
-279
-250
-231
-215
-90
353
1123
2047
2047
2047
2047
2047
2047
2047
2047
2047
2047
2047
2047
2047
2047
2047
2047
2047
2047
2047
2047
2047
2047
2047
1992
1921
1849
1783
1720
1659
1605
1525
940
338
580
1473
1395
1332
-301
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2011
-1937
-1813
-1473
-101
1668
2047
1625
1802
2047
2047
2047
2047
2047
2047
2047
956
2011
2047
2047
2047
1859
2047
2047
2047
2009
1930
1685
1572
1498
1152
1460
1112
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-1916
-1874
-2048
-2001
-1924
-1849
-1779
-1713
-1646
-1586
-1526
-1469
-1417
-1365
-1315
-1266
-1218
-1171
-1126
-1083
-1043
-1001
-963
-781
-782
-883
-843
-806
-581
2047
2047
2047
2047
2047
2047
2047
2047
2047
2047
2047
2047
-1361
-2048
-2048
-2048
-2048
-1932
-1756
-1941
-2048
-2008
-1928
-1853
-1784
-1716
-1651
-1590
-1531
-1475
-1363
-244
759
843
1008
1606
2047
2047
2047
2047
2047
2047
2047
2047
2047
2047
2047
2047
1335
-282
-870
371
2047
2047
2047
2047
2047
1170
-988
-1704
-534
106
809
1452
1289
448
1943
2047
2022
1947
1207
-616
-129
82
-1725
-1985
-178
1555
737
-972
-1073
-952
-1143
-472
1507
2047
1986
1824
1030
519
1449
1469
1648
1600
1017
-1467
-2048
-1315
1490
1733
1593
513
-1442
-776
-274
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-1609
-1356
-1961
-2048
-2048
-2048
-2048
-2048
-2024
-1949
-1880
-1811
-1745
-1678
-1618
-1558
-1500
-1445
-1389
-1335
-841
1160
2047
2047
2047
2047
2047
2047
2047
2047
2047
2047
2047
2047
1941
61
-1532
-2048
-2048
-2048
-2048
-2048
-1354
-56
-858
-2048
-2048
-2048
-2048
-2048
-2048
-2030
-1957
-1883
-1814
-1748
-1685
-1622
-1561
-1505
-1449
-1395
-1341
-1272
-982
-797
-1109
-1149
-1025
-758
-1038
-997
-855
576
1290
-45
-986
-957
-723
241
139
956
2047
1253
-922
-1000
-834
-843
-808
-219
2047
2047
2047
2047
2047
2047
2047
2047
2047
2047
1472
24
-1642
-1829
-1377
-458
201
-737
-1412
-1462
-1895
-1815
-841
599
858
1531
1922
1395
1093
1146
516
-103
44
892
724
-1137
-2048
-2007
-1922
-1841
-1522
-209
-65
-376
-200
21
-77
-200
-246
386
1355
1622
906
162
816
2047
2047
566
396
577
391
571
242
-1430
-2048
-1974
-1889
-1802
-1368
-178
90
-1031
-1049
-445
-43
1234
2047
2047
-1052
-1825
-1318
473
377
-1397
-1705
-1621
-1371
-508
-117
-505
-474
-797
-1268
-808
1235
2047
2047
2023
1435
1369
1669
2047
2047
2047
1891
1504
1475
978
640
838
458
-381
-1462
-1804
-936
116
66
-422
-468
-318
-450
933
2047
2047
2047
2047
1088
682
2047
2047
2047
2047
2047
865
1144
2047
2047
2047
2047
2001
1927
1788
1228
1100
1421
1408
987
540
118
-770
-769
-1539
-2048
-266
1369
1465
1256
546
-852
-1049
249
1378
732
376
1610
1548
1481
728
-957
403
1292
1020
865
937
843
459
-131
481
1254
1189
1136
899
-242
-1092
-1281
-1666
-1380
496
1048
791
515
-622
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-429
909
864
649
1368
2047
2047
2047
2047
2047
2047
2047
2047
2047
1874
1644
935
-906
-2040
-2029
-1719
-1149
-1051
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-1931
-1326
379
1514
1109
354
316
930
2047
2047
2047
2047
2047
2047
2047
2047
2047
2047
1938
1864
1940
1844
1195
-1006
-2048
-2048
-2043
-2048
-2048
-2048
-2048
-1307
1429
2047
1265
-739
-973
1331
2047
2047
2047
1116
-50
1732
2045
1436
337
-324
-695
-803
-2048
-2048
-2048
-2048
-2048
-540
1895
2047
2047
2047
2047
2047
2047
2047
1978
1910
1843
1778
1714
1653
1593
1537
1480
1429
1378
1330
1283
1236
1192
1152
1109
1067
1030
993
961
930
892
859
829
802
771
744
717
693
668
647
625
603
583
563
544
522
505
488
471
454
438
425
406
374
118
-245
225
338
352
370
353
338
325
313
304
293
281
269
263
256
249
244
234
228
213
193
77
-433
-762
-296
-341
-875
-49
228
-517
-2048
-2048
-2048
-362
249
282
114
-1188
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-1917
-1490
-1698
-1941
-1859
-1783
-1715
-1651
-1589
-1527
-1468
-1384
-1350
-1316
-1266
-1211
-1011
-489
34
-273
-673
-428
310
1067
1620
1681
1140
839
1099
1893
1687
636
-324
-1466
-1441
-1349
-1318
-1267
-1214
-1171
-1128
-1084
-1044
-1002
-900
-166
1095
2047
2047
2012
946
1123
1749
2047
2047
2047
1945
1481
1344
2047
2047
2047
2047
1931
834
-539
-1427
564
2047
1708
539
1963
2047
2047
2047
2047
2047
2047
2047
1756
748
1581
1895
1053
-1970
-2048
-2048
-1041
276
1932
1891
1045
779
1466
2047
2035
1949
1751
1280
989
1393
1459
1309
1117
616
-258
-797
-929
-845
-1559
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2014
-1508
-1305
-2048
-2048
-2048
-1972
-1818
-1926
-1738
-904
1034
2035
1289
433
1372
2047
900
-355
867
1991
835
-930
-1883
-1880
-1336
167
1444
976
216
794
2047
2047
2047
2047
2047
2000
1106
711
2047
2047
2047
1688
1393
1657
1672
2047
2047
1970
1657
1633
1748
1740
1650
1410
1211
-151
-2048
-2048
-2048
-2048
-868
-61
-422
-1511
-2048
-2048
-877
2047
2047
2047
2047
2036
1962
1878
1539
1024
1195
681
-1282
-2048
-2048
-2048
-2048
-706
1412
1851
1363
1234
1810
2047
1978
1898
1828
1689
1587
1591
1564
1533
1476
1417
1370
1321
1274
1228
1181
1140
1104
973
721
1019
977
933
885
870
836
806
779
748
726
697
674
652
588
97
-341
-54
363
635
605
576
551
531
513
492
474
460
416
-114
-891
-695
19
157
128
274
505
476
453
436
389
370
358
360
369
356
343
313
262
315
301
291
279
268
261
252
245
240
230
221
216
212
204
198
193
185
180
177
169
165
156
152
151
147
139
134
132
130
129
122
119
115
114
109
104
100
100
100
98
96
90
87
87
86
77
80
80
75
72
71
70
70
69
69
68
66
60
58
57
56
55
55
54
53
52
51
51
51
51
52
52
51
50
50
50
-120
-167
26
54
-65
-445
-411
-145
87
118
104
98
91
89
88
86
82
77
76
75
74
74
73
72
73
-284
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2048
-2044
-1972
-1899
-1831
-1764
-1699
-1635
-1574
-1515
-1461
-1405
-1353
-1303
-1254
-1164
-1009
-1067
-1095
-1050
-1006
-967
-931
-891
-693
-506
-818
-793
-724
-710
-705
-676
-647
-620
-596
-570
-550
-530
-509
-489
-470
-446
-375
-388
-408
-391
-371
-355
-343
-328
-182
5
-315
-307
-290
-275
-262
-250
-238
-229
-217
-206
-199
-193
-183
-177
-169
-163
-154
-148
-139
-133
-126
-119
-38
218
905
2047
2047
762
-329
-340
-244
-298
-330
-314
-299
-285
-266
-230
-253
-244
-233
-221
-212
-202
-194
-118
1051
2047
539
-218
8
1000
1811
1195
755
827
