rawEeg
-22
-30
-23
-36
-92
-150
-174
-181
-174
-147
-132
-147
-165
-167
-145
-108
-89
-78
-44
-39
-50
-53
-74
-109
-114
-77
-50
-50
-100
-147
-98
-9
0
-55
-85
-42
3
-19
-93
-171
-183
-141
-43
89
152
114
89
113
135
130
101
67
82
144
215
258
247
194
134
91
82
123
163
113
16
10
82
103
98
64
66
107
101
-8
-134
-147
-90
-43
-10
20
50
45
-1
-28
-11
10
-24
-118
-178
-162
-84
-27
7
4
-22
-38
-27
9
40
41
56
76
67
41
37
19
28
83
113
112
90
70
53
33
-10
-55
-82
-9
103
173
165
141
120
96
74
67
101
118
33
-97
-164
-153
-118
-56
17
81
90
66
21
-8
3
-18
-33
7
43
67
59
16
9
68
70
38
-7
-99
-151
-162
-135
-138
-181
-229
-194
-153
-151
-122
-90
-114
-161
-142
-103
-94
-105
-118
-119
-77
-18
19
10
-43
-118
-152
-174
-165
-87
3
88
130
153
152
107
116
139
112
67
42
59
105
141
115
67
105
137
151
165
141
99
43
6
16
38
70
101
121
133
131
132
114
82
112
146
157
156
151
173
209
246
278
252
148
75
58
34
36
64
124
205
211
137
122
171
212
203
196
176
120
80
52
24
33
87
181
227
179
99
81
123
152
140
144
184
208
179
151
157
157
131
102
112
167
187
170
124
64
49
100
129
105
106
99
21
-74
-115
-122
-124
-105
-56
-38
-55
-61
-72
-76
-68
-19
64
137
138
11
-201
-323
-260
-140
-36
77
85
-2
-41
-10
54
77
60
60
106
97
-1
-74
-67
-11
86
212
295
224
89
0
-12
43
128
172
153
134
184
278
329
332
295
258
216
199
258
374
484
525
537
550
583
643
726
794
762
688
603
517
470
484
531
521
400
196
32
27
243
436
420
297
176
32
-49
-24
-18
-99
-199
-266
-300
-300
-273
-250
-244
-177
-66
-34
-118
-247
-279
-280
-314
-373
-460
-491
-429
-324
-237
-283
-439
-517
-481
-389
-312
-291
-338
-423
-490
-554
-602
-537
-388
-310
-374
-467
-507
-505
-451
-364
-249
-185
-220
-258
-232
-171
-136
-195
-361
-504
-497
-424
-429
-454
-423
-356
-305
-311
-356
-362
-317
-298
-331
-354
-308
-171
-65
-49
-100
-170
-186
-86
50
58
-58
-141
-132
-59
-12
2
65
115
91
57
67
151
235
257
235
210
242
309
324
244
151
93
149
250
310
310
273
220
179
171
183
215
242
212
115
53
67
154
232
176
55
-17
-30
-26
-37
38
218
298
241
165
149
187
247
291
282
203
129
123
172
209
235
269
267
216
133
20
-69
-40
136
407
563
469
329
316
